,OS,OS,OS,Age,Age
,count,mean,median,mean,median
IDH(DNA&RNA),,,,,
0,146,480.8082191780822,332.0,48.77272727272727,50.5
1,164,1026.8536585365853,1047.5,38.41520467836257,38.0
