,OS,OS,OS,Age,Age
,count,mean,median,mean,median
TCGA subtype,,,,,
Classical,70,486.3142857142857,373.5,43.608108108108105,44.0
Mesenchymal,65,364.84615384615387,271.0,51.0735294117647,51.0
Neural,76,1262.7236842105262,1202.5,41.60493827160494,40.0
Proneural,99,857.3535353535353,667.0,39.31372549019608,38.0
